id,hbnew,hb_label,sitenew,site_label,sexnew,sex_label,label,age_label,trans1.1993,trans1.1994,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017,trans1.2018
22041049,2,North of Scotland,410,Malignant brain cancer,2,Females,49,WASR (Upper 95% CI) (Mortality),4.711504931,5.799347739,4.077543866,3.282808794,4.75525813,2.79122379,4.432471183,3.892693068,5.538617799,6.022236244,3.794097264,4.204686607,5.597165764,4.320220011,4.098626097,3.388112732,4.037931954,4.174250791,4.654007654,4.466328828,4.061709865,5.140813002,5.029317632,3.882709375,5.081603527,5.368149795
22041050,2,North of Scotland,410,Malignant brain cancer,2,Females,50,Standardised Mortality Ratio,100.9354531,108.907788,91.08699073,85.99218242,97.49555326,85.77259553,86.07133503,99.08925519,108.0410958,98.00135001,94.93446381,97.0116366,107.555634,101.2293703,103.0891098,86.51614322,89.28107618,94.81832262,103.2827104,106.1898194,96.24312656,107.242178,104.9005967,100.4541468,103.5918633,106.1684898
22041051,2,North of Scotland,410,Malignant brain cancer,2,Females,51,SMR (Lower 95% CI),70.3052414,76.68113338,61.88919095,53.8908429,68.64586693,56.52468092,59.24754664,67.7769772,77.53215571,70.01360125,66.12533245,67.94575761,77.18377993,69.68164065,73.30643469,60.26166371,62.18754083,67.09908838,74.1174562,76.85009881,68.75750064,79.84884549,76.80042096,71.76591523,74.65990328,79.75703713
22041052,2,North of Scotland,410,Malignant brain cancer,2,Females,52,SMR (Upper 95% CI),140.3767814,150.1150398,129.2907126,130.1931976,134.3847775,124.7946233,120.8761554,139.8844628,146.5699461,133.4500234,132.0308579,134.3049968,145.9113623,142.1636726,140.9262068,120.3230118,124.1683642,130.1455559,140.114659,143.0369898,131.0558221,141.0036587,139.9226955,136.7900364,140.0261053,138.5268493
20042000,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,0,Number of deaths: Under 5,2,2,0,0,0,0,0,0,0,2,1,1,1,2,1,0,0,1,0,2,0,1,0,0,2,0
20042001,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,1,Number of deaths: 5..,1,3,1,0,0,1,1,1,1,1,1,3,1,0,0,1,1,1,0,1,0,1,1,2,0,0
20042002,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,2,Number of deaths: 10-14,2,1,1,3,2,0,1,0,0,2,1,2,1,2,3,0,0,0,0,0,0,0,1,2,2,0
20042003,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,3,Number of deaths: 15-19,0,1,0,1,0,0,3,2,0,0,0,1,1,0,1,1,1,0,1,0,1,1,2,0,1,1
20042004,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,4,Number of deaths: 20-24,0,1,1,1,2,1,0,2,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
20042005,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,5,Number of deaths: 25-29,2,2,0,1,0,1,3,0,0,0,2,0,3,2,1,0,1,0,1,2,0,1,0,0,3,0
20042006,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,6,Number of deaths: 30-34,2,0,0,1,1,3,1,1,1,4,3,2,2,1,1,2,2,0,2,1,1,0,1,2,3,8
20042007,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,7,Number of deaths: 35-39,3,2,2,5,0,1,6,6,3,3,3,1,4,5,3,3,1,4,2,0,3,1,1,4,4,3
20042008,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,8,Number of deaths: 40-44,2,7,3,3,2,1,6,7,5,3,4,6,3,1,4,3,1,2,7,4,7,6,1,8,2,4
20042009,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,9,Number of deaths: 45-49,1,6,8,1,3,2,5,5,9,5,7,7,5,7,5,5,6,7,3,7,6,9,5,8,5,8
20042010,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,10,Number of deaths: 50-54,3,5,6,3,10,7,6,5,7,10,4,1,8,7,7,7,6,9,11,3,7,5,10,4,11,9
20042011,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,11,Number of deaths: 55-59,7,10,8,8,8,8,7,7,14,9,8,14,11,9,10,14,9,12,11,17,9,8,15,8,8,9
20042012,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,12,Number of deaths: 60-64,10,10,13,8,10,8,6,11,10,11,12,14,14,8,9,8,12,12,14,11,10,15,8,20,10,15
20042013,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,13,Number of deaths: 65-69,15,11,8,8,13,8,15,11,19,14,6,8,10,12,10,15,22,8,16,15,18,15,21,9,13,19
20042014,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,14,Number of deaths: 70-74,14,13,8,8,12,8,13,15,13,7,14,11,17,16,12,12,11,16,13,10,10,11,9,10,19,22
20042015,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,15,Number of deaths: 75-79,6,7,6,4,11,14,5,6,11,5,9,9,7,6,16,8,8,11,13,11,15,10,17,13,23,16
20042016,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,16,Number of deaths: 80x4,1,1,5,5,7,5,5,2,3,6,8,5,4,7,6,10,8,8,2,13,14,3,7,11,7,8
20042017,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,17,Number of deaths: 85x9,1,1,2,0,1,3,3,3,3,4,4,3,0,1,2,4,2,2,6,1,3,11,5,7,5,3
20042018,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,18,Number of deaths: 90+,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,0,1,1,1,1,2,2,3
20042019,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,19,Number of deaths: All Ages,72,83,73,60,82,72,86,84,101,86,88,89,93,86,92,94,92,98,102,99,105,99,105,110,120,128
20042020,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,20,Mortality rate: Under 5,2.464814769,2.466699556,0,0,0,0,0,0,0,3.020874241,1.533907015,1.542709924,1.527463799,3.031681067,1.474513042,0,0,1.373192535,0,2.688352712,0,1.362546327,0,0,2.837845508,0
20042021,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,21,Mortality rate: 5..,1.218204853,3.634513339,1.216870695,0,0,1.234674602,1.24501992,1.269148275,1.304291118,1.322069303,1.33915419,4.055643428,1.363828539,0,0,1.436080076,1.45315043,1.45167378,0,1.425984286,0,1.355307384,1.33639814,2.630817395,0,0
20042022,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,22,Mortality rate: 10-14,2.389714668,1.198638347,1.203369434,3.645599154,2.430458506,0,1.211166959,0,0,2.447351354,1.229286522,2.457545895,1.232939204,2.493423595,3.762840694,0,0,0,0,0,0,0,1.426370742,2.840545953,2.793608224,0
20042023,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,23,Mortality rate: 15-19,0,1.246199093,0,1.222538724,0,0,3.710162134,2.510796425,0,0,0,1.240864138,1.244167963,0,1.206199867,1.197561764,1.176498271,0,1.185339718,0,1.228803146,1.259525159,2.561081801,0,1.355638099,1.381959896
20042024,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,24,Mortality rate: 20-24,0,1.08376413,1.121704992,1.175640724,2.483453988,1.302744883,0,2.642112633,2.642845816,0,1.284835091,0,1.253792723,0,0,0,0,3.441116757,0,0,0,0,0,0,0,0
20042025,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,25,Mortality rate: 25-29,2.016027418,2.023738452,0,1.049461102,0,1.13213101,3.560873126,0,0,0,2.856367557,0,4.135250252,2.658231213,1.269728405,0,1.200494604,0,1.155054519,2.296105805,0,1.10841397,0,0,3.256268317,0
20042026,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,26,Mortality rate: 30-34,2.041858091,0,0,0.999960002,1.007475468,3.074904678,1.040052419,1.07234006,1.096719711,4.524733324,3.479430765,2.405175939,2.472829783,1.277188143,1.309380401,2.663541445,2.634213161,0,2.502314641,1.216870695,1.178967225,0,1.134829038,2.263621341,3.393012656,9.013170495
20042027,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,27,Mortality rate: 35-39,3.306550276,2.157264589,2.110417018,5.209092993,0,1.019160212,6.053574131,6.017209218,3.013409673,3.028467595,3.058384561,1.028870095,4.189271276,5.27376093,3.21309228,3.268721603,1.126329068,4.639617696,2.396529825,0,3.810152787,1.265118162,1.241202974,4.861507797,4.731711933,3.466484869
20042028,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,28,Mortality rate: 40-44,2.250300978,7.915686629,3.393703549,3.371885221,2.213956784,1.092287359,6.45980922,7.41997032,5.237850805,3.08680084,4.048787894,5.972645285,2.926201206,0.966669244,3.851041707,2.914432269,0.982772007,2.009484768,7.118161481,4.152780806,7.428316743,6.581040024,1.129547842,9.355083903,2.424066129,4.992448921
20042029,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,29,Mortality rate: 45-49,1.145278589,6.617111851,8.572377656,1.055642939,3.314148098,2.249238071,5.669319908,5.681947317,10.1326248,5.51730226,7.600599362,7.470252388,5.227282231,7.192396609,5.034182096,4.928730556,5.821286504,6.68002672,2.8458678,6.667047641,5.773394275,8.765607651,4.985193974,8.073224143,5.140912409,8.423003222
20042030,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,30,Mortality rate: 50-54,4.145994279,6.772131325,8.046778606,3.891908722,12.00163222,8.038677523,6.667777963,5.407685402,7.456088962,11.05815484,4.482244708,1.123368308,8.952651664,7.74919187,7.594826838,7.474639616,6.313131313,9.325458502,11.23882503,3.018412315,6.911805364,4.861165124,9.557670987,3.808000609,10.4908777,8.675534991
20042031,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,31,Mortality rate: 55-59,10.22136557,14.50410466,11.45557385,11.51261351,11.34687394,11.13089938,9.531979792,9.462272568,18.2731841,10.85710839,9.198045415,15.48038966,11.76835596,9.434258939,10.8886203,15.51659167,10.07534116,13.44492622,12.21448638,18.58025029,9.713138639,8.502136162,15.71108365,8.266768623,8.12479688,8.965482891
20042032,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,32,Mortality rate: 60-64,15.17450683,15.18418415,19.76825522,12.16397032,15.21606817,12.00444164,8.933091147,16.1283228,14.70199065,15.91135926,16.99139103,19.29092087,19.059288,10.50116825,10.89430107,9.238195319,13.39375405,13.01264395,14.94353479,12.28432632,11.37889443,17.25685097,9.216165154,22.86864252,11.25074536,16.63727415
20042033,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,33,Mortality rate: 65-69,24.64349083,18.05587473,13.0789478,13.0642106,21.08883265,12.97416519,24.30015552,17.80050489,30.59039462,22.51564033,9.483617052,12.45291242,15.28958473,18.37475309,15.02900598,22.07862936,31.77996706,11.45934796,22.11258068,19.10292657,21.93169495,17.66077189,24.08174031,10.19079432,15.35481432,22.85906783
20042034,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,34,Mortality rate: 70-74,26.46102669,23.59132565,14.803849,14.95858342,22.54537256,15.00938086,24.29180058,27.91372797,24.0193633,12.74418774,25.33248892,19.80269317,30.29277072,28.2980492,21.05337029,20.67041031,18.71735098,26.82898201,21.78320682,16.54560797,16.2227053,17.47585155,14.20678769,15.23275652,26.57714366,29.37484979
20042035,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,35,Mortality rate: 75-79,16.33408652,19.93677195,16.33408652,10.4242677,27.19406675,32.89937491,11.22964627,13.66991707,25.0598018,11.46368305,20.46198618,20.29083531,15.60410165,13.19406267,34.53262254,17.06266263,16.96208973,22.93721459,26.82292741,22.57151065,30.17319413,19.83851449,33.31830743,25.49469514,44.25459863,30.21033949
20042036,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,36,Mortality rate: 80x4,3.52995164,3.550379891,17.79612756,18.01282513,26.03004611,19.46661476,20.28068468,7.603984488,10.774701,20.21767699,25.6962066,15.26391306,12.33083634,21.54177566,18.39531533,30.33152355,23.86777254,23.5377192,5.760036864,36.56821378,38.98526914,8.21040532,18.87606515,29.40626086,18.54795972,20.68038466
20042037,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,37,Mortality rate: 85x9,6.681812107,6.522306288,12.61272624,0,6.227425582,18.36547291,18.39700742,18.46608396,18.3722212,25.31966072,26.37304675,20.35830619,0,5.755726948,10.79738703,20.58248431,9.7799511,9.805844283,29.43629495,4.865233045,14.44182352,51.50053841,23.11283687,31.47906642,21.96933081,13.02422506
20042038,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,38,Mortality rate: 90+,0,0,14.35956347,0,0,13.20829481,0,0,0,0,0,11.67951413,0,0,11.85395922,12.16545012,12.13592233,21.92982456,0,9.590486238,9.31185399,8.784258609,8.675284116,16.99235344,16.7000668,24.78110028
20042039,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,39,Crude Rate (Mortality),5.568488542,6.38540128,5.603229917,4.614497212,6.324232608,5.568144029,6.659542505,6.532135775,7.875366477,6.697975809,6.829169868,6.868502898,7.115477311,6.524641903,6.908929792,6.999359633,6.800056174,7.189230826,7.42444535,7.188289623,7.58396533,7.118205349,7.522567703,7.871649182,8.592972381,9.179312125
20042040,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,40,Crude Rate (Lower 95% CI) (Mortality),4.356999334,5.085936477,4.392037804,3.521347506,5.029849874,4.356729774,5.3267744,5.210287316,6.414615338,5.357516082,5.477193931,5.515971827,5.743108524,5.218871331,5.56957253,5.656195059,5.481805028,5.836565094,6.053747903,5.8422871,6.202932273,5.785326061,6.152715097,6.469538299,7.124428075,7.658080218
20042041,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,41,Crude Rate (Upper 95% CI) (Mortality),7.012589737,7.915665605,7.045220382,5.939772613,7.850040193,7.012155881,8.224480818,8.087228568,9.569284176,8.271945636,8.41372828,8.452283846,8.716940423,8.057879672,8.473189072,8.565443546,8.339665245,8.761369643,9.01277009,8.751484691,9.180852428,8.666159603,9.106526857,9.487465975,10.27508864,10.91423212
20042042,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,42,EASR (Mortality),6.451182099,7.316998515,6.801091922,5.314571269,7.52672498,6.623095742,7.338379113,7.154368387,8.789564727,7.164808323,7.348033761,7.121536852,7.569921891,6.925263366,7.175331573,7.546673411,7.198284742,7.568658491,7.800818514,7.227822162,7.781522405,7.081099738,7.540264737,8.096998135,8.733940708,9.040413347
20042044,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,44,EASR (Lower 95% CI) (Mortality),5.023836576,5.804999366,5.294320516,4.03462959,5.961027268,5.147547136,5.846330867,5.686896583,7.139698308,5.70674945,5.865281667,5.705811544,6.097576659,5.527565851,5.772381316,6.051733029,5.790816271,6.112925059,6.34749231,5.865102178,6.354256832,5.743987798,6.150359536,6.639162705,7.228265296,7.526056876
20042045,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,45,EASR (Upper 95% CI) (Mortality),8.054285345,9.001355356,8.493681936,6.768150191,9.272238761,8.281769161,8.997445016,8.787734289,10.60836151,8.786243569,8.995361359,8.691790877,9.199103142,8.478127764,8.728604442,9.204144631,8.75656359,9.17753849,9.401717268,8.730757466,9.351227165,8.556027307,9.069646263,9.697368683,10.37994613,10.69152435
20042046,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,46,WASR (Mortality),4.029380613,4.925059376,3.881812142,3.312853868,4.060238077,3.360554808,4.598616215,4.412366454,5.036459012,4.580742232,4.346752339,4.512255442,4.87378699,4.273353173,4.144031645,3.975463677,3.953158477,4.22113118,4.299968743,4.125041808,3.981967655,4.08184046,4.041426033,4.623588892,4.916854274,4.930093806
20042048,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,48,WASR (Lower 95% CI) (Mortality),3.077549493,3.8389732,2.99560854,2.473906554,3.168315428,2.567942875,3.604821027,3.457659556,4.044202736,3.545857286,3.374085281,3.498207768,3.828361478,3.299140959,3.225216435,3.141715731,3.115800761,3.327645232,3.454865148,3.223372263,3.182509499,3.207975539,3.199932937,3.675728984,3.908348463,4.022076417
20042049,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,49,WASR (Upper 95% CI) (Mortality),5.107502115,6.144381163,4.881099453,4.272408884,5.06109964,4.258145749,5.711564931,5.481698138,6.13593924,5.746119125,5.440738168,5.653402342,6.043502923,5.371679312,5.17625786,4.905850087,4.888667062,5.219263221,5.23614783,5.136222791,4.869659388,5.059372837,4.97966692,5.678538254,6.039367886,5.929147917
20042050,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,50,Standardised Mortality Ratio,96.5548607,104.0503392,94.83988377,86.04956005,102.265137,98.97248345,98.96589311,95.74220921,113.0062993,96.59051481,100.3176495,96.63685207,97.00974992,92.5169823,98.71788402,99.87037454,97.21830875,99.19463109,109.244659,94.30359308,97.63001723,93.34658839,94.81136281,104.3341625,112.6195373,113.0577577
20042051,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,51,SMR (Lower 95% CI),75.54823192,82.87551434,74.33932947,65.66487957,81.33449828,77.43987282,79.15994011,76.36773567,92.04548676,77.25994408,80.45768835,77.60732744,78.29938842,74.00164388,79.58054744,80.70542858,78.37167812,80.53099634,89.07596384,76.64530705,79.85168158,75.86750086,77.54630152,85.74999276,93.37278861,94.32137894
20042052,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,52,SMR (Upper 95% CI),121.5948673,128.9860503,119.2469151,110.7628408,126.9379994,124.639463,122.2220729,118.5353698,137.3128977,119.2885,123.5941499,118.919962,118.8434976,114.2577205,121.0687214,122.2160454,119.2296254,120.8864829,132.6155624,114.8112408,118.1870884,113.646122,114.7749353,125.7508807,134.6653611,134.4260434
21042000,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,0,Number of deaths: Under 5,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,1,0,1,0,0,1,0
21042001,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,1,Number of deaths: 5..,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0
21042002,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,2,Number of deaths: 10-14,0,1,1,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0
21042003,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,3,Number of deaths: 15-19,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
21042004,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,4,Number of deaths: 20-24,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
21042005,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,5,Number of deaths: 25-29,2,0,0,1,0,1,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0
21042006,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,6,Number of deaths: 30-34,1,0,0,0,0,3,1,0,1,3,3,2,2,1,1,2,1,0,0,1,1,0,0,1,3,5
21042007,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,7,Number of deaths: 35-39,1,1,1,4,0,0,3,4,1,2,2,0,1,4,3,2,0,1,0,0,1,1,1,3,2,1
21042008,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,8,Number of deaths: 40-44,1,4,2,2,1,0,5,6,1,2,2,3,2,0,2,1,0,0,7,3,4,3,1,6,2,2
21042009,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,9,Number of deaths: 45-49,1,6,5,1,0,2,4,4,7,3,6,2,2,4,4,5,4,5,1,4,6,5,3,7,3,4
21042010,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,10,Number of deaths: 50-54,3,3,4,2,5,3,5,4,3,6,3,1,6,3,5,4,3,5,6,2,4,3,6,1,8,7
21042011,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,11,Number of deaths: 55-59,2,7,5,6,5,6,6,5,8,6,6,11,3,8,7,11,7,10,8,12,6,5,7,5,3,7
21042012,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,12,Number of deaths: 60-64,6,7,7,6,6,7,4,7,6,6,5,10,9,7,6,4,8,7,6,6,6,5,4,13,6,9
21042013,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,13,Number of deaths: 65-69,7,4,3,3,8,6,9,7,12,8,5,6,6,7,6,8,14,3,10,9,11,6,12,2,7,12
21042014,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,14,Number of deaths: 70-74,7,7,4,5,9,2,8,8,8,4,8,6,9,9,7,6,6,11,10,7,7,8,6,7,16,13
21042015,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,15,Number of deaths: 75-79,3,2,3,2,6,7,2,1,7,3,3,5,6,3,6,6,5,7,6,4,8,4,12,7,15,8
21042016,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,16,Number of deaths: 80x4,0,1,3,2,1,3,1,1,1,0,2,1,1,4,2,4,4,4,2,5,10,2,4,6,4,3
21042017,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,17,Number of deaths: 85x9,0,0,2,0,1,2,1,1,1,2,2,0,0,0,0,2,2,0,4,1,1,4,1,5,4,1
21042018,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,18,Number of deaths: 90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2
21042019,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,19,Number of deaths: All Ages,36,46,42,37,44,44,53,52,57,46,52,52,49,53,52,58,56,58,61,55,65,48,59,67,78,74
21042020,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,20,Mortality rate: Under 5,2.40656511,2.415517283,0,0,0,0,0,0,0,0,2.985252851,3.003995314,0,5.914884808,2.878857669,0,0,2.682763246,0,2.620201756,0,2.662619485,0,0,2.753683051,0
21042021,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,21,Mortality rate: 5..,2.381405982,2.366975952,2.377442823,0,0,2.417678062,2.437241043,2.482251899,2.559050081,0,2.595312865,2.621231979,2.638383199,0,0,2.788622421,0,2.831818311,0,0,0,2.644033738,0,5.128468127,0,0
21042022,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,22,Mortality rate: 10-14,0,2.333940158,2.341591345,2.373154872,0,0,2.363004797,0,0,2.393489708,0,4.835589942,0,0,4.907855022,0,0,0,0,0,0,0,2.784119383,2.778704012,2.733285956,0
21042023,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,23,Mortality rate: 15-19,0,0,0,2.374789237,0,0,2.393031492,4.853544301,0,0,0,2.431610942,0,0,0,2.36272564,2.312619967,0,2.326284691,0,0,0,0,0,0,0
21042024,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,24,Mortality rate: 20-24,0,2.116491703,2.201770223,2.314493357,4.877335024,2.556041203,0,2.537555826,0,0,2.452603439,0,0,0,0,0,0,4.507753336,0,0,0,0,0,0,0,0
21042025,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,25,Mortality rate: 25-29,3.946174184,0,0,2.063216968,0,2.257132539,2.375466185,0,0,0,5.601299501,0,2.674011284,2.573273976,0,0,2.374338153,0,0,0,0,0,0,0,4.195510803,0
21042026,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,26,Mortality rate: 30-34,2.039193295,0,0,0,0,6.157129956,2.088598342,0,2.229107688,6.972528239,7.13843811,4.953069665,5.076657529,2.596458431,2.638383199,5.331200853,2.617801047,0,0,2.430665273,2.357823258,0,0,2.28107393,6.795786612,11.22989848
