id,hbnew,hb_label,sitenew,site_label,sexnew,sex_label,label,age_label,trans1.1993,trans1.1994,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017
10044011,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,11,Number of registrations: 55-59,..,..,..,..,..,..,..,68,74,70,65,98,90,89,94,97,80,78,77,79,76,105,84,82,90
10044012,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,12,Number of registrations: 60-64,..,..,..,..,..,..,..,83,74,80,80,91,75,76,84,98,99,100,105,99,102,103,105,97,95
10044013,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,13,Number of registrations: 65-69,..,..,..,..,..,..,..,93,101,68,74,82,80,95,96,113,122,111,105,113,128,118,135,120,135
10044014,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,14,Number of registrations: 70-74,..,..,..,..,..,..,..,82,87,94,90,85,95,98,102,100,108,98,96,118,119,111,117,108,119
10044015,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,15,Number of registrations: 75-79,..,..,..,..,..,..,..,90,69,87,79,79,84,87,82,105,98,101,107,103,105,107,111,93,110
10044016,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,16,Number of registrations: 80x4,..,..,..,..,..,..,..,43,52,65,58,67,46,57,62,68,71,82,73,102,79,62,81,87,78
10044017,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,17,Number of registrations: 85x9,..,..,..,..,..,..,..,25,36,32,28,34,25,25,29,53,53,46,46,56,60,66,78,61,47
10044018,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,18,Number of registrations: 90+,..,..,..,..,..,..,..,10,14,8,14,14,11,17,18,14,26,19,30,26,30,30,30,33,32
10044019,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,19,Number of registrations: All Ages,..,..,..,..,..,..,..,806,831,821,777,857,830,860,949,1004,1027,996,1005,1099,1051,1053,1060,1041,1018
10044020,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,20,Incidence rate: Under 5,..,..,..,..,..,..,..,3.8840025,1.809882683,4.447953385,6.412214892,5.308519795,5.649930318,4.106224289,2.9164935,5.317564981,4.869226489,2.40633347,4.768619757,6.423476115,6.12155365,3.76896905,5.838433377,6.266580327,3.190290175
10044021,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,21,Incidence rate: 5..,..,..,..,..,..,..,..,1.914840653,4.577961042,3.995405284,4.395559808,3.766981381,3.124088807,3.531347774,5.414615129,4.408231638,3.709432716,4.822012114,5.167958656,4.717032479,2.12241375,6.234392372,3.078438616,5.019038888,4.305334309
10044022,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,22,Incidence rate: 10-14,..,..,..,..,..,..,..,2.787378749,4.025727495,3.405414609,3.437081106,3.449411248,3.803896458,3.866004291,1.955034213,4.279384559,4.99756785,4.396332782,4.134139031,4.261696581,4.361542823,3.31005263,2.204731353,2.91568566,3.92721093
10044023,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,23,Incidence rate: 15-19,..,..,..,..,..,..,..,2.831114578,3.463421546,3.766218277,4.050891664,2.48015873,4.027486043,4.922425648,6.074596039,3.038377749,4.814216381,3.917668686,4.283559393,3.762510347,4.784704257,6.16340817,2.960691881,3.013460122,5.861260516
10044024,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,24,Incidence rate: 20-24,..,..,..,..,..,..,..,5.813859595,5.707129156,5.260307883,3.044279039,3.029155623,5.064528046,4.728062529,5.85529802,3.749531309,3.727545125,4.806115641,5.197220855,3.231565936,5.671429767,3.527423,2.991813311,6.868754585,4.486706729
10044025,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,25,Incidence rate: 25-29,..,..,..,..,..,..,..,6.970288388,5.716372644,6.63636062,7.162541952,4.406092609,8.916541175,5.44625666,7.043331802,5.34919866,10.88091282,6.999267993,5.77452223,6.333997443,5.964638216,5.313823212,4.12217013,7.751440699,4.970595006
10044026,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,26,Incidence rate: 30-34,..,..,..,..,..,..,..,7.757289913,8.918336888,8.364452695,6.971808794,5.218888899,7.483371948,5.593762333,11.87419769,7.503564193,9.048194562,11.09237732,9.574224951,11.11321361,6.457123234,9.310932781,8.910606496,8.524834263,9.012053622
10044027,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,27,Incidence rate: 35-39,..,..,..,..,..,..,..,9.179820274,10.6638362,11.42266853,6.993985173,9.576202632,8.717211108,12.93661061,13.16478893,13.51811698,10.62987611,10.95347081,11.90118447,14.28620232,12.09767279,9.525109777,12.807017,12.20431239,8.848174179
10044028,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,28,Incidence rate: 40-44,..,..,..,..,..,..,..,12.92741258,12.93258166,12.17052196,10.94473418,13.78052386,11.32865411,10.30156608,11.24309527,12.99758686,13.61456907,16.38344314,14.22532921,14.26825883,11.4888478,12.74633681,13.14943186,13.32788371,12.6141038
10044029,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,29,Incidence rate: 45-49,..,..,..,..,..,..,..,15.29895967,16.26218185,15.59832578,12.44231291,17.12305122,13.2122124,14.52210396,20.92731247,19.23101254,15.93724709,16.64806001,16.79776225,15.59963536,17.40976958,15.60649825,15.66376466,18.10065494,12.20557301
10044030,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,30,Incidence rate: 50-54,..,..,..,..,..,..,..,20.23922767,18.23969813,16.31984523,19.30379651,20.2791869,23.20241546,20.49947414,22.02572953,20.69595096,22.15409837,18.42279225,20.40724378,28.85312719,21.65958271,22.82790021,17.76492562,17.21208485,18.91664149
10044031,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,31,Incidence rate: 55-59,..,..,..,..,..,..,..,24.0288629,25.50510447,22.43970931,20.06216184,29.44746932,26.37068986,25.69387908,28.2266177,29.60205078,24.53686664,23.8336776,23.19808149,23.28350467,21.93856048,29.60640401,23.15197619,22.113095,23.7538468
10044032,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,32,Incidence rate: 60-64,..,..,..,..,..,..,..,31.53064171,28.29276126,30.51327137,30.13057839,33.62797848,27.42791943,27.08829358,27.74667288,31.11367922,30.62105058,30.18284769,31.2069975,30.68597093,32.14532207,32.61454672,33.12323737,30.16619396,28.87441453
10044033,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,33,Incidence rate: 65-69,..,..,..,..,..,..,..,38.97116134,42.17752982,28.38075284,30.550739,33.51480373,32.54175514,38.88231755,39.09017615,45.30819597,48.03073967,43.19301441,39.71060424,39.54574883,43.04228232,38.61547171,43.13719225,37.79241884,44.25271908
10044034,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,34,Incidence rate: 70-74,..,..,..,..,..,..,..,39.69521818,41.99287569,44.93093064,42.81331018,40.3815822,44.90366981,46.05739315,47.6923005,46.10504574,49.16689429,44.32503822,43.56369148,53.26279774,52.90770052,48.3375792,50.36026962,45.18469243,45.85211729
10044035,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,35,Incidence rate: 75-79,..,..,..,..,..,..,..,54.15911949,41.66264129,52.92421496,48.00126383,47.73558114,50.21010538,51.59560904,47.78332012,60.5023423,56.07113023,57.0299266,59.72848658,57.03243097,57.20730292,57.39912238,59.17822241,49.77361035,58.42921036
10044036,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,36,Incidence rate: 80x4,..,..,..,..,..,..,..,42.81376014,48.99697538,56.84402001,49.18380326,55.019955,38.65968551,48.23110314,52.43084625,57.03932358,58.75781024,66.59249454,58.21557306,79.29905852,60.61768655,46.81259108,60.29432563,63.7745752,56.56559796
10044037,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,37,Incidence rate: 85x9,..,..,..,..,..,..,..,42.11235577,60.59687926,54.60657668,49.63131027,61.82942353,41.61880504,38.53742755,42.69603369,75.48889743,72.99370601,64.24401553,64,77.43148696,82.14901832,88.2010985,102.6153765,78.22719229,58.68324781
10044038,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,38,Incidence rate: 90+,..,..,..,..,..,..,..,35.3406842,47.64335545,29.95469353,51.56727688,50.3452244,38.55996074,58.61462607,62.57169674,49.16593503,90.68396638,58.81806643,85.302397,70.45115838,79.59671,75.84951456,75.38635507,80.35649061,76.69263032
10044039,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,39,Crude Rate (Incidence),..,..,..,..,..,..,..,15.91960402,16.40930453,16.20607975,15.32997928,16.85581103,16.24202575,16.7540083,18.35589942,19.29693056,19.62958008,18.92744479,18.96262194,20.68277627,19.72708674,19.69107637,19.72827098,19.26101356,18.76566878
10044040,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,40,Crude Rate (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,14.83939122,15.31244845,15.11634486,14.2708846,15.74603895,15.15570865,15.65283181,17.2064665,18.12160857,18.44725239,17.77007929,17.80822751,19.47789032,18.55232209,18.51955327,18.55835781,18.10859245,17.63046829
10044041,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,41,Crude Rate (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,17.05766165,17.56398081,17.35361832,16.44686779,18.0231646,17.38564297,17.91221774,19.56192747,20.52847298,20.86780998,20.14039952,20.17220756,21.94268591,20.95674186,20.91728516,20.95260948,20.46754579,19.95478613
10044042,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,42,EASR (Incidence),..,..,..,..,..,..,..,17.7377686,18.32224981,17.62852556,16.98617039,18.28733775,17.46696754,18.23779289,19.68185325,20.63230765,20.85873237,20.14928828,20.06509962,21.80525229,20.62735101,20.43992763,20.26043374,19.74035008,19.22068158
10044044,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,44,EASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,16.50427885,17.05347043,16.41282337,15.76496339,17.05187428,16.27607672,17.00395316,18.40967772,19.34991852,19.57178828,18.88762743,18.8175986,20.51295743,19.3786796,19.20375318,19.04212365,18.54277892,18.04127945
10044045,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,45,EASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,19.01507926,19.63590743,18.88704476,18.25228593,19.56539713,18.69930852,19.51423415,20.99592971,21.95525935,22.18607464,21.45116182,21.3520716,23.13646445,21.9144568,21.71411526,21.5159867,20.97486527,20.43689732
10044046,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,46,WASR (Incidence),..,..,..,..,..,..,..,11.07411992,11.35787612,11.117979,10.7014739,11.28012541,11.32237599,11.28128294,12.50899132,12.64519043,12.90019995,12.2458688,12.37949311,13.27669722,12.42874324,12.45057203,11.82575601,12.29803421,11.48717095
10044048,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,48,WASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,10.24316552,10.52021717,10.27077053,9.853679153,10.43714835,10.46353039,10.44341543,11.63065524,11.76818154,12.01150472,11.39574983,11.51122338,12.37768765,11.56873061,11.59171033,11.00225746,11.42997592,10.67286329
10044049,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,49,WASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,11.93701989,12.22716581,11.99828437,11.58375626,12.15537359,12.21461384,12.15102053,13.41884585,13.5532701,13.82016121,13.12613548,13.27888388,14.2067763,13.3191518,13.33969183,12.67855205,13.19741176,12.33098956
10044050,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,50,Standardised Incidence Ratio,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
11044000,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,0,Number of registrations: Under 5,..,..,..,..,..,..,..,7,3,5,13,7,10,7,5,8,9,2,7,6,9,7,7,6,7
11044001,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,1,Number of registrations: 5..,..,..,..,..,..,..,..,3,8,8,9,6,8,3,5,8,4,9,8,6,3,13,6,10,9
11044002,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,2,Number of registrations: 10-14,..,..,..,..,..,..,..,2,6,5,7,5,9,7,3,2,9,6,6,4,6,4,4,3,7
11044003,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,3,Number of registrations: 15-19,..,..,..,..,..,..,..,5,7,8,6,2,7,6,10,1,10,7,5,3,11,10,6,3,13
11044004,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,4,Number of registrations: 20-24,..,..,..,..,..,..,..,8,13,9,2,4,8,5,7,4,7,8,9,5,14,4,3,11,8
11044005,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,5,Number of registrations: 25-29,..,..,..,..,..,..,..,10,7,10,10,4,10,6,10,9,14,10,7,11,13,8,6,14,8
11044006,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,6,Number of registrations: 30-34,..,..,..,..,..,..,..,16,12,14,13,8,11,9,15,8,10,11,16,15,11,12,17,14,17
11044007,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,7,Number of registrations: 35-39,..,..,..,..,..,..,..,14,18,26,13,21,15,19,20,22,16,12,16,22,19,12,23,21,12
11044008,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,8,Number of registrations: 40-44,..,..,..,..,..,..,..,32,27,25,24,29,25,19,16,26,25,31,33,27,14,21,21,23,20
11044009,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,9,Number of registrations: 45-49,..,..,..,..,..,..,..,32,23,22,27,28,20,29,38,34,33,29,39,36,33,31,29,36,22
11044010,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,10,Number of registrations: 50-54,..,..,..,..,..,..,..,35,41,33,34,41,42,31,37,37,39,38,34,47,41,43,34,35,35
11044011,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,11,Number of registrations: 55-59,..,..,..,..,..,..,..,34,38,37,46,49,38,45,48,56,40,38,36,45,36,53,45,37,44
11044012,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,12,Number of registrations: 60-64,..,..,..,..,..,..,..,40,40,39,46,43,47,42,36,50,48,51,46,52,50,53,55,53,47
11044013,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,13,Number of registrations: 65-69,..,..,..,..,..,..,..,46,63,41,40,46,35,38,49,48,61,57,61,58,61,61,56,44,71
11044014,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,14,Number of registrations: 70-74,..,..,..,..,..,..,..,40,40,43,44,38,39,49,49,51,46,42,48,56,61,58,50,58,54
11044015,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,15,Number of registrations: 75-79,..,..,..,..,..,..,..,37,30,34,31,41,40,44,35,45,46,43,43,51,41,56,47,40,54
11044016,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,16,Number of registrations: 80x4,..,..,..,..,..,..,..,16,20,16,17,24,16,25,22,26,22,36,27,40,35,24,34,37,31
11044017,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,17,Number of registrations: 85x9,..,..,..,..,..,..,..,7,10,9,10,6,7,8,5,18,14,14,15,21,25,20,17,23,16
11044018,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,18,Number of registrations: 90+,..,..,..,..,..,..,..,1,4,1,4,2,1,4,6,2,4,6,7,6,6,9,7,8,12
11044019,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,19,Number of registrations: All Ages,..,..,..,..,..,..,..,385,410,385,396,404,388,396,416,455,457,450,463,511,489,499,467,476,487
11044020,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,20,Incidence rate: Under 5,..,..,..,..,..,..,..,4.812451875,2.116073696,3.621456405,9.590769253,5.19049102,7.365939894,5.101743339,3.553281455,5.528756444,6.111763787,1.348308547,4.674582293,3.973852053,5.992050546,4.68735352,4.689049061,4.067052133,4.823727225
11044021,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,21,Incidence rate: 5..,..,..,..,..,..,..,..,1.872857919,5.116561671,5.196661145,5.933153141,4.003790255,5.40317842,2.067126487,3.527112917,5.750059297,2.900484381,6.530399007,5.772297302,4.251218683,2.074244111,8.82390872,4.029712413,6.566333097,5.839453946
11044022,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,22,Incidence rate: 10-14,..,..,..,..,..,..,..,1.207175451,3.620149754,3.025151106,4.290083166,3.079121096,5.598303092,4.420671058,1.908967694,1.282667949,5.837976687,3.945629229,4.033179624,2.776466669,4.266454292,2.876890657,2.874409848,2.137041338,4.878728743
11044023,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,23,Incidence rate: 15-19,..,..,..,..,..,..,..,3.110168385,4.344237369,4.946332295,3.678318763,1.222254816,4.274652532,3.638149637,5.990032586,0.601181924,5.945904164,4.161761733,3.005331458,1.839791,6.845990117,6.326711375,3.851907015,1.965743641,8.767551965
11044024,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,24,Incidence rate: 20-24,..,..,..,..,..,..,..,5.195479932,8.243029884,5.569961815,1.217960039,2.43445237,4.813709444,2.984237259,4.13733591,2.32189606,4.038259625,4.548297231,4.942475082,2.706418542,7.590708972,2.180109769,1.637903265,6.054334904,4.465855742
11044025,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,25,Incidence rate: 25-29,..,..,..,..,..,..,..,6.237369327,4.571547991,6.771443469,6.941311214,2.748781946,6.658543244,3.869245304,6.180164145,5.405502802,8.351727018,5.934506783,4.108174093,6.436926894,7.472939337,4.521383317,3.318712561,7.520856948,4.202210363
11044026,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,26,Incidence rate: 30-34,..,..,..,..,..,..,..,8.549611794,6.515294654,7.866582756,7.53204014,4.815650865,6.822763219,5.763725672,9.844974469,5.320422442,6.567152417,7.065458259,10.02229962,9.185098097,6.58643195,7.147579651,10,8.125126955,9.742678664
11044027,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,27,Incidence rate: 35-39,..,..,..,..,..,..,..,7.167467887,9.245467153,13.40358185,6.73938288,10.96834848,7.977407981,10.19395338,10.93936311,12.31540882,9.233876785,7.116931179,9.728277061,13.91110802,12.318305,7.753290303,14.60642047,13.02180222,7.219087267
11044028,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,28,Incidence rate: 40-44,..,..,..,..,..,..,..,17.61387092,14.62954735,13.27020256,12.54869154,14.96048369,12.69312591,9.610715442,8.062565508,13.14120222,12.73632246,16.11193114,17.28898273,14.50084857,7.72013411,11.98083067,12.34132581,13.94539468,12.54130793
11044029,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,29,Incidence rate: 45-49,..,..,..,..,..,..,..,19.40699501,13.75392435,12.88486204,15.5419835,15.79556032,11.02347449,15.6838143,20.08414198,17.61475495,16.85264152,14.56839863,19.47974107,18.04158586,16.66271138,15.82779361,15.13846475,19.00518419,11.8623962
11044030,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,30,Incidence rate: 50-54,..,..,..,..,..,..,..,20.39876675,23.57161747,19.76284585,20.72639934,25.12732198,25.67880704,18.70659015,21.81037938,21.38678874,22.06094477,21.02688675,18.40852856,24.96732998,21.36963739,22.11717991,17.23945604,17.72789205,17.73247272
11044031,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,31,Incidence rate: 55-59,..,..,..,..,..,..,..,24.67845426,26.76452151,24.15853221,28.82729318,29.8778666,22.5713522,26.37022626,29.27507593,34.74635163,24.96691883,23.6885578,22.11845662,27.07434615,21.25586751,30.62787136,25.41353468,20.47173517,23.83441581
11044032,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,32,Incidence rate: 60-64,..,..,..,..,..,..,..,31.91574244,32.09706151,31.16360091,36.3056621,33.15931121,35.73899885,30.92737957,24.45253491,32.51334673,30.38763223,31.42793759,27.9417839,32.95582019,32.25660777,34.39034994,35.65709544,33.88616805,29.38638723
11044033,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,33,Incidence rate: 65-69,..,..,..,..,..,..,..,42.04445744,57.14026575,37.00160641,35.56219383,40.35335503,30.48833603,33.27000359,42.53103029,40.95423364,50.85579464,46.76769583,48.25376735,42.22788497,42.47910864,41.31727604,36.96686844,28.67065884,48.1770745
11044034,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,34,Incidence rate: 70-74,..,..,..,..,..,..,..,44.61497278,44.32624113,47.08201029,47.71199306,40.91917386,41.46554107,51.47815855,50.94985079,52.01905325,46.09172253,41.65261717,47.68338234,55.10238219,58.99876199,54.62062211,46.32975668,51.84635601,44.13459417
11044035,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,35,Incidence rate: 75-79,..,..,..,..,..,..,..,56.2045237,45.32132822,51.29443003,46.28316338,60.43364828,58.08550186,62.86881849,48.84038961,61.56371845,61.9612069,56.59607513,55.56417016,65.0452128,51.10307865,68.32434543,56.82986107,48.47603466,64.58480343
11044036,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,36,Incidence rate: 80x4,..,..,..,..,..,..,..,46.65539161,54.09352771,39.85651654,40.79869444,55.10400882,36.9711394,57.31578706,49.61548003,57.37234653,47.37091426,75.54296506,54.89813346,78.56385277,66.97795468,44.75774869,61.79571065,65.83512749,54.3535435
11044037,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,37,Incidence rate: 85x9,..,..,..,..,..,..,..,41.92620987,59.94844434,53.27650506,61.1995104,37.02332469,38.67616995,40.04805767,23.54714138,80.9425308,59.50609938,58.67806698,61.58393891,84.58873761,98.14313194,75.24737575,62.67050063,81.30943543,54.30724323
11044038,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,38,Incidence rate: 90+,..,..,..,..,..,..,..,16.82368775,62.82393592,18.06358382,68.51661528,33.1290376,15.60549313,60.45949214,89.5789788,29.76633428,57.7700751,74.72910699,77.33097658,60.95083299,58.16207832,81.91499044,61.27987394,66.57235583,96.86793671
11044039,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,39,Crude Rate (Incidence),..,..,..,..,..,..,..,15.83107381,16.84654808,15.80691423,16.24212247,16.51269127,15.76414243,15.99923074,16.66294154,18.08926476,18.049187,17.65937884,18.01346146,19.82702761,18.90454173,19.21795627,17.88950568,18.11605924,18.44487369
11044040,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,40,Crude Rate (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,14.28902298,15.25513395,14.2672167,14.68160014,14.94156375,14.23440669,14.46204514,15.09998317,16.4651112,16.43209832,16.06524668,16.40981974,18.14499075,17.26589405,17.5685408,16.30357538,16.52494869,16.84286509
11044041,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,41,Crude Rate (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,17.49417584,18.55886095,17.46747823,17.923361,18.20409598,17.41347784,17.65532731,18.34374245,19.83030011,19.78238421,19.36889281,19.7314688,21.62303604,20.65678402,20.98051848,19.5880344,19.81902207,20.15817338
11044042,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,42,EASR (Incidence),..,..,..,..,..,..,..,18.61781009,20.01886524,18.16692047,18.98030169,18.89853969,17.70190562,18.51794932,19.02755587,20.48925293,20.22613323,19.93857309,20.12062109,22.09057569,20.79741923,20.98759164,19.43814225,19.59513955,19.81553614
11044044,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,44,EASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,16.74562259,18.03879814,16.33721078,17.05624471,17.03698128,15.93860188,16.66607817,17.15591488,18.59999586,18.35006441,18.07776541,18.27630714,20.17532618,18.95555062,19.14820707,17.68536225,17.84529066,18.0635466
11044045,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,45,EASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,20.5877768,22.10055957,20.09234895,21.00570299,20.85522873,19.55638705,20.46597606,20.99470147,22.46858061,22.19220131,21.88922607,22.05231811,24.09142878,22.72346358,22.91012351,21.27255268,21.42565664,21.64745417
11044046,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,46,WASR (Incidence),..,..,..,..,..,..,..,11.64158566,12.31737199,11.69236914,12.30102844,11.48394885,11.83082783,10.96342275,11.7192172,12.20627641,12.7153689,11.82425013,12.37035725,12.83834775,12.67128119,12.70342468,11.62169605,12.00206686,12.16193512
11044048,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,48,WASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,10.4293074,11.07559253,10.46171231,10.99088714,10.2921286,10.55784045,9.802903151,10.52300103,10.99931248,11.45503309,10.64716425,11.14771653,11.63071128,11.43338468,11.46614708,10.45945623,10.80983288,10.94089412
11044049,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,49,WASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,12.91955492,13.62418023,12.99047072,13.68387511,12.740121,13.17522574,12.18792723,12.97890074,13.47516838,14.04053544,13.06216083,13.65570074,14.10477663,13.97188992,14.00318334,12.84428449,13.25576972,13.44664026
11044050,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),1,Males,50,Standardised Incidence Ratio,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
12044000,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),2,Females,0,Number of registrations: Under 5,..,..,..,..,..,..,..,4,2,7,4,7,5,4,3,7,5,5,7,13,9,4,10,12,2
12044001,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),2,Females,1,Number of registrations: 5..,..,..,..,..,..,..,..,3,6,4,4,5,1,7,10,4,6,4,6,7,3,5,3,5,4
12044002,1,SCOTLAND,440,All brain and CNS tumours (malignant and non-malignant),2,Females,2,Number of registrations: 10-14,..,..,..,..,..,..,..,7,7,6,4,6,3,5,3,11,6,7,6,8,6,5,2,5,4
