id,id,id,id,id,id,id,id,id,id,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017,trans1.2018
10043022,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,22,Incidence rate: 10-14,..,..,..,..,..,..,1.238835,0.309671346,1.238413097,1.874806661,0.940748522,1.902008521,0.6443382,0.325831604,0.987530778,1.999073762,1.352717779,1.378046344,1.775706909,2.544233313,1.103350877,1.102365677,0.728921415,1.071057526,0.69495118
10043023,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,23,Incidence rate: 15-19,..,..,..,..,..,..,2.201978005,2.833708537,1.255516425,2.181215373,1.550147264,1.5490043,3.076487636,4.555518099,1.823004494,1.805483253,2.712264862,2.447748225,2.508340231,2.870822554,3.892678844,2.631726116,0.669657805,2.758240243,0.702829592
10043024,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,24,Incidence rate: 20-24,..,..,..,..,..,..,3.229921997,3.487690039,3.713147016,2.130962891,2.423390566,2.383314416,2.363877587,4.09861262,2.307570273,2.007450509,3.10977799,3.555993216,1.615782968,4.591157431,1.628041385,1.63189817,4.670753118,3.084610876,1.711234827
10043025,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,25,Incidence rate: 25-29,..,..,..,..,..,..,3.636672202,4.128491354,3.64978035,5.116345701,3.389302007,5.944557097,4.484980122,3.36871505,3.269139325,7.059363363,3.499552349,4.042165561,4.030725646,1.704182348,2.517074153,2.473302078,4.009365879,2.616102635,2.877020453
10043026,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,26,Incidence rate: 30-34,..,..,..,..,..,..,3.361492296,4.72147247,3.777301118,3.904256476,3.479309705,4.789501413,1.553987065,7.060718974,4.567297497,6.463017001,8.874351855,6.176919323,6.908213866,2.641550414,5.237399689,6.611095142,4.830739416,5.069280162,1.937673353
10043027,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,27,Incidence rate: 35-39,..,..,..,..,..,..,5.706374765,5.455916197,6.208064524,4.496155787,6.048112737,6.153293935,8.020906104,8.952551477,9.192319547,8.670819336,7.49463125,7.140710679,10.55936693,8.595714877,5.715065866,7.496790437,7.017479626,7.373478483,8.620763972
10043028,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,28,Incidence rate: 40-44,..,..,..,..,..,..,6.463706289,9.501488567,7.250392298,6.363411909,9.020024454,7.388325461,6.868216104,7.088211571,8.828333064,10.39534487,11.34261243,8.636807023,8.820378187,7.481110197,8.589922635,8.57571643,5.627328677,10.15281525,8.188408992
10043029,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,29,Incidence rate: 45-49,..,..,..,..,..,..,5.399632825,9.165957044,10.97644109,7.91783549,10.21867975,7.549937443,8.185618133,11.62649497,10.37425767,10.70701135,11.50674736,9.494387356,7.312329074,8.8274888,10.65205436,9.853013254,13.5117565,9.089256499,6.946541023
10043030,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,30,Incidence rate: 50-54,..,..,..,..,..,..,9.830482012,8.264863217,8.308260191,11.15983906,10.89641145,12.95731018,10.39862382,12.7522186,10.48972857,13.56867132,9.75334865,10.33613646,20.79504662,12.48611239,12.04109022,12.09001883,11.31079862,10.31816808,10.13128665
10043031,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,31,Incidence rate: 55-59,..,..,..,..,..,..,8.480775143,11.71856151,14.10491492,8.950893546,13.22115385,13.18557674,13.5689911,16.21514495,13.42773438,12.57456564,12.22232407,12.05095142,11.49438838,9.814619164,15.50811638,11.57598809,11.86556317,12.93264993,13.18988258
10043032,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,32,Incidence rate: 60-64,..,..,..,..,..,..,14.43571548,11.47003835,13.73112923,14.68893358,14.04266012,13.89635513,11.04980253,14.20356014,14.92200869,16.70213292,17.20422318,16.643732,17.66768023,18.59386276,17.09888857,20.18940183,16.79355128,18.54041354,19.62498439
10043033,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,33,Incidence rate: 65-69,..,..,..,..,..,..,19.69510304,15.86877359,9.599292157,12.79833539,19.20970458,17.49105109,18.82707333,17.10139499,23.6564917,21.65294657,21.40219392,20.04440024,22.04762988,22.19367682,19.96223538,22.04789826,21.10076719,22.94585434,14.31362824
10043034,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,34,Incidence rate: 70-74,..,..,..,..,..,..,16.4589929,20.27242275,23.89931696,22.35806198,19.47817494,20.32491504,22.55914726,24.78140927,28.58499657,27.77031672,19.44891719,24.50457646,29.33967672,29.7883692,27.43484225,29.26921653,28.03124438,25.43058606,16.97636226
10043035,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,35,Incidence rate: 75-79,..,..,..,..,..,..,25.27425576,24.75606222,27.98291825,24.30443738,20.54442732,29.88678884,29.05994058,33.79854899,36.87740567,32.04046253,35.00846979,37.95829054,33.77648824,37.59337049,33.79574495,33.05450261,32.11200668,33.99517693,23.54763425
10043036,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,36,Incidence rate: 80x4,..,..,..,..,..,..,24.89172101,32.0364839,34.83822557,24.09410469,34.04863141,26.21431471,29.61584024,38.05464647,38.58542478,40.55015806,49.53872141,42.26610099,51.31115551,44.5041243,33.97688062,40.94059148,41.78334237,31.18359888,29.94481598
10043037,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,37,Incidence rate: 85x9,..,..,..,..,..,..,21.898425,42.08116615,36.17571059,27.05139766,44.42470013,28.93567769,31.63205593,32.90457673,47.44037607,49.84768762,50.36303353,44.52173913,58.07361522,54.76601221,58.80073234,76.30374151,61.55582344,49.94318962,36.83286474
10043038,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,38,Incidence rate: 90+,..,..,..,..,..,..,31.80661578,34.03096818,20.22244692,40.19157986,36.4661031,32.6690624,42.41712347,33.50195986,30.88962109,75.67418822,49.33703361,68.2419176,54.19319875,55.717697,53.09466019,70.36059807,80.35649061,50.32953865,33.39137072
10043039,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,39,Crude Rate (Incidence),..,..,..,..,..,..,7.505520508,8.451482959,8.54717726,7.931340633,9.027791436,9.001604634,8.961620884,10.58027079,10.8016683,11.60190371,11.28805443,10.94360271,12.32685938,11.35574451,11.21998654,11.93002047,11.71202842,11.13405102,9.120832644
10043040,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,40,Crude Rate (Lower 95% CI) (Incidence),..,..,..,..,..,..,6.769763391,7.669666516,7.760976058,7.174872252,8.220683278,8.197692355,8.161279461,9.712082777,9.926969957,10.69717809,10.39841936,10.07098228,11.40079176,10.46878183,10.34005798,11.02422319,10.81729201,10.26369919,8.335710326
10043041,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,41,Crude Rate (Upper 95% CI) (Incidence),..,..,..,..,..,..,8.299429571,9.291380422,9.39143351,8.745870069,9.892719447,9.863042756,9.819232631,11.50524692,11.73278498,12.56270546,12.23345086,11.87159685,13.30811331,12.2977762,12.15478224,12.89040161,12.661033,12.05848679,9.959981542
10043042,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,42,EASR (Incidence),..,..,..,..,..,..,8.270193521,9.275944403,9.216541123,8.626479928,9.532370628,9.544539919,9.521607652,11.09960461,11.37632989,12.15557998,11.91801503,11.53240251,12.89680989,11.80416027,11.51810535,12.1936985,11.88904641,11.34497947,9.133068584
10043044,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,44,EASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,7.435447898,8.386918269,8.344980387,7.771667372,8.666302897,8.674939053,8.648365618,10.16783487,10.44198219,11.18672546,10.95098756,10.58837068,11.90866947,10.86861552,10.59901706,11.25260909,10.96653124,10.44441639,8.336697689
10043045,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,45,EASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,9.148706778,10.20911138,10.13076958,9.525250387,10.4390932,10.45508131,10.43624653,12.07163867,12.35014215,13.1640966,12.92537337,12.51617021,13.92377254,12.77777867,12.47486294,13.17204252,12.84828549,12.28225247,9.965247049
10043046,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,46,WASR (Incidence),..,..,..,..,..,..,5.032944178,5.554092159,5.52689138,5.278802762,5.86087379,5.911263704,5.711048547,6.801170659,6.660432268,7.226468062,6.969530831,6.603942679,7.456880022,6.613598957,6.603769939,6.710415479,6.743042502,6.553082195,5.434903204
10043048,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,48,WASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,4.489173732,4.985004351,4.958327258,4.717542283,5.270231511,5.321356764,5.134669613,6.17823554,6.051202063,6.592363712,6.350065866,6.004074511,6.816084637,6.021600578,6.009893857,6.126232914,6.144381461,5.966052673,4.896195564
10043049,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,49,WASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,5.607351429,6.153495634,6.125871066,5.871153403,6.482434199,6.531732722,6.317645166,7.453596506,7.298464,7.889272758,7.617413201,7.231963271,8.126051567,7.232956572,7.225226217,7.320820903,7.369134298,7.167263055,6.001321919
10043050,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,50,Standardised Incidence Ratio,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
11043000,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,0,Number of registrations: Under 5,..,..,..,..,..,..,2,1,1,1,4,3,1,1,4,2,0,2,2,2,2,1,2,1,2
11043001,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,1,Number of registrations: 5..,..,..,..,..,..,..,0,2,1,1,1,2,1,2,1,1,4,1,1,1,3,2,4,2,1
11043002,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,2,Number of registrations: 10-14,..,..,..,..,..,..,1,0,2,3,2,4,1,0,1,4,3,0,3,2,1,2,2,1,1
11043003,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,3,Number of registrations: 15-19,..,..,..,..,..,..,4,5,1,2,0,3,4,7,1,3,5,3,2,7,7,5,1,5,1
11043004,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,4,Number of registrations: 20-24,..,..,..,..,..,..,2,7,6,1,3,3,0,7,1,3,3,6,1,10,1,3,5,5,4
11043005,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,5,Number of registrations: 25-29,..,..,..,..,..,..,5,4,3,6,4,5,4,3,4,6,4,4,7,3,3,2,5,3,2
11043006,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,6,Number of registrations: 30-34,..,..,..,..,..,..,6,4,4,4,4,6,2,10,5,4,6,9,8,5,4,10,11,9,3
11043007,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,7,Number of registrations: 35-39,..,..,..,..,..,..,11,7,13,8,12,10,8,12,10,13,9,7,16,14,7,9,9,9,12
11043008,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,8,Number of registrations: 40-44,..,..,..,..,..,..,12,18,13,14,17,14,11,8,15,19,17,15,17,6,12,11,6,17,11
11043009,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,9,Number of registrations: 45-49,..,..,..,..,..,..,10,10,11,19,15,6,13,15,14,19,17,17,14,14,17,15,23,12,11
11043010,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,10,Number of registrations: 50-54,..,..,..,..,..,..,14,15,13,18,15,18,15,16,16,21,16,16,24,20,16,19,24,15,12
11043011,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,11,Number of registrations: 55-59,..,..,..,..,..,..,9,17,18,17,18,17,16,19,23,15,19,14,17,18,24,17,12,19,15
11043012,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,12,Number of registrations: 60-64,..,..,..,..,..,..,15,12,11,15,14,19,13,13,18,23,23,22,22,27,21,30,26,29,25
11043013,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,13,Number of registrations: 65-69,..,..,..,..,..,..,24,18,12,17,22,16,9,19,19,27,23,26,24,23,31,18,16,36,18
11043014,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,14,Number of registrations: 70-74,..,..,..,..,..,..,13,17,19,20,15,15,21,23,31,23,14,25,26,28,23,29,30,20,16
11043015,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,15,Number of registrations: 75-79,..,..,..,..,..,..,14,18,15,11,15,20,19,23,20,22,25,19,27,22,29,20,26,25,14
11043016,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,16,Number of registrations: 80x4,..,..,..,..,..,..,8,12,8,4,12,8,10,12,14,12,24,15,21,21,16,21,20,14,17
11043017,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,17,Number of registrations: 85x9,..,..,..,..,..,..,3,4,6,4,3,3,5,2,10,8,9,10,12,17,7,12,13,10,6
11043018,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,18,Number of registrations: 90+,..,..,..,..,..,..,1,2,1,3,0,1,2,2,0,2,5,6,5,2,6,6,6,8,5
11043019,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,19,Number of registrations: All Ages,..,..,..,..,..,..,154,173,158,168,176,173,155,194,207,227,226,217,249,242,230,232,241,240,176
11043020,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,20,Incidence rate: Under 5,..,..,..,..,..,..,1.37498625,0.705357899,0.724296527,0.737746038,2.965994869,2.209781968,0.728772674,0.710620941,2.764492854,1.358640273,0,1.335594941,1.324617351,1.331566788,1.339243863,0.669864152,1.355684044,0.689103889,1.402731117
11043021,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,21,Incidence rate: 5..,..,..,..,..,..,..,0,1.279140418,0.649599522,0.659260968,0.66728947,1.350794605,0.68907065,1.410825262,0.718752246,0.72513687,2.902399559,0.721537163,0.708536447,0.691414704,2.036286628,1.343237471,2.626533239,1.297656432,0.65000065
11043022,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,22,Incidence rate: 10-14,..,..,..,..,..,..,0.603587725,0,1.210228854,1.838539464,1.231640854,2.488150185,0.631552356,0,0.641301072,2.594201959,1.972827588,0,2.082350001,1.422151431,0.719222664,1.437204924,1.424694225,0.696961249,0.679043364
11043023,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,23,Incidence rate: 15-19,..,..,..,..,..,..,2.488134708,3.103026692,0.618379475,1.226098738,0,1.83200513,2.425447798,4.192043501,0.601189152,1.783803068,2.972580914,1.803198875,1.226527333,4.356539165,4.428697963,3.209922512,0.65524788,3.372135371,0.687734259
11043024,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,24,Incidence rate: 20-24,..,..,..,..,..,..,1.298869983,4.438554553,3.713169995,0.608968894,1.825961521,1.805151904,0,4.136969138,0.580575118,1.73174167,1.705524193,3.294983388,0.541283708,5.42193498,0.545027442,1.637903265,2.751970411,2.791159839,2.256228601
11043025,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,25,Incidence rate: 25-29,..,..,..,..,..,..,3.118684664,2.612313138,2.031240479,4.16496019,2.748763057,3.329249454,2.579097703,1.8542899,2.402820912,3.580422251,2.373774539,2.347528053,4.096226205,1.724524462,1.695518744,1.10623752,2.686020339,1.575828886,1.04969244
11043026,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,26,Incidence rate: 30-34,..,..,..,..,..,..,3.206104423,2.171764885,2.247380397,2.317617952,2.407825433,3.721691881,1.281074052,6.564221057,3.325065005,2.626533239,3.85425767,5.637543534,4.898718985,2.993832705,2.38252655,5.882352941,6.384028322,5.157888704,1.685952085
11043027,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,27,Incidence rate: 35-39,..,..,..,..,..,..,5.631581911,3.595459448,6.701721827,4.147398544,6.267660439,5.318187136,4.292559385,6.564120517,5.597662416,7.50066352,5.337888331,4.256121214,10.11716947,9.07664579,4.522752677,5.715555838,5.580772379,5.41431545,7.027859607
11043028,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,28,Incidence rate: 40-44,..,..,..,..,..,..,6.605201596,9.753031567,6.900322192,7.32033799,8.76984823,7.10822269,5.564717666,4.031445273,7.581117962,9.67758366,8.835666989,7.858628512,9.130163913,3.308628904,6.846188955,6.464503996,3.637929048,10.66011174,7.070544753
11043029,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,29,Incidence rate: 45-49,..,..,..,..,..,..,6.06468594,5.97996711,6.442280099,10.93701431,8.461907314,3.30709703,7.031245774,7.928327916,7.252721066,9.701599232,8.54009575,8.491169184,7.016172277,7.069029069,8.679757784,7.830240388,12.14220101,6.470397929,6.092123991
11043030,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,30,Incidence rate: 50-54,..,..,..,..,..,..,8.1595067,8.62376249,7.785410141,10.97246521,9.193035356,11.00540488,9.051739744,9.431960197,9.2480738,11.87769369,8.853474989,8.662836971,12.74927488,10.42421336,8.229648337,9.633813672,12.15626884,7.599631165,6.126543761
11043031,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,31,Incidence rate: 55-59,..,..,..,..,..,..,6.532532009,11.97360173,11.75287619,10.65356487,10.9751413,10.09789013,9.376465073,11.58805089,14.27082299,9.361542782,11.84442657,8.60162202,10.22808633,10.62793375,13.86922477,9.600668658,6.639481678,10.2921341,7.976517134
11043032,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,32,Incidence rate: 60-64,..,..,..,..,..,..,11.96840341,9.629118454,8.789944304,11.83936352,10.79605481,14.4471311,9.573535801,8.829962099,11.70472871,14.56000304,14.17373299,13.36346187,13.942847,17.41856819,13.62636507,19.44932478,16.62340319,18.13202616,15.31459236
11043033,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,33,Incidence rate: 65-69,..,..,..,..,..,..,21.93623867,16.32579021,10.82964073,15.11406675,19.29926136,13.93728223,7.879806682,16.49076517,16.21077419,22.50919125,18.87148519,20.56717953,17.47360757,16.01671309,20.99730422,11.88220771,10.42569412,24.42781242,12.41259465
11043034,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,34,Incidence rate: 70-74,..,..,..,..,..,..,14.49986616,18.83865248,20.80345118,21.68726957,16.15230547,15.94828503,22.0629951,23.91548476,31.61910202,23.04470673,13.88420572,24.83509497,25.58324888,27.08139895,21.65990187,26.87125887,26.81708069,16.34614599,12.46542791
11043035,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,35,Incidence rate: 75-79,..,..,..,..,..,..,21.26657654,27.19279693,22.6298956,16.42305797,22.10987132,29.04275093,27.1482868,32.09645683,27.36127832,29.63242326,32.90469484,24.55161007,34.43570089,27.42116415,35.38225031,24.1829196,31.50942253,29.90037196,16.46264743
11043036,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,36,Incidence rate: 80x4,..,..,..,..,..,..,23.32769581,32.45611663,20.27266738,9.707324176,27.8073875,18.60292066,22.92631482,27.06298911,30.89280198,25.83812415,50.36197671,30.49896304,41.2460227,40.18677281,29.83849912,38.16793893,35.5865554,24.54676158,29.14752075
11043037,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,37,Incidence rate: 85x9,..,..,..,..,..,..,17.96837566,23.97937774,36.13369467,25.03598923,18.89287739,16.89189189,25.65023342,9.553835865,45.33091568,34.17634997,37.79606921,41.05595927,48.33642149,66.73732972,26.33658151,44.23800044,45.95750698,33.94202702,19.6772924
11043038,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,38,Incidence rate: 90+,..,..,..,..,..,..,16.82368775,31.41196796,15.37515375,45.01125281,0,14.23892923,28.19283902,28.55511136,0,28.40909091,61.91950464,66.28369421,50.79236083,19.38735944,54.60999363,52.52560623,49.92926687,64.57862448,39.61965135
11043039,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,39,Crude Rate (Incidence),..,..,..,..,..,..,6.332429523,7.108421507,6.48701468,6.890645457,7.193647682,7.028880165,6.262464324,7.770695585,8.22964118,8.965354631,8.868942924,8.44259425,9.661310912,9.355621878,8.857975837,8.8872919,9.172206464,9.08987615,6.644641191
11043040,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,40,Crude Rate (Lower 95% CI) (Incidence),..,..,..,..,..,..,5.371793192,6.088610214,5.514948621,5.888054955,6.170100012,6.020480289,5.315383851,6.715643221,7.14665987,7.836921421,7.750261565,7.356589851,8.498463809,8.213927967,7.75010725,7.780397202,8.050651682,7.976151501,5.699208872
11043041,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,41,Crude Rate (Upper 95% CI) (Incidence),..,..,..,..,..,..,7.415286196,8.250183566,7.581074706,8.015012945,8.338479168,8.157866211,7.32962491,8.944467519,9.430370304,10.2106417,10.10373853,9.64376631,10.93884525,10.61162049,10.07977673,10.10750007,10.40629489,10.31559389,7.70210116
11043042,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,42,EASR (Incidence),..,..,..,..,..,..,7.510335632,8.565966752,7.646247886,8.058926259,8.065399456,7.953795442,7.342499318,8.861827522,9.367966049,10.05141463,10.25043991,9.716521733,10.99790642,10.4046854,9.790204421,9.883481283,10.09601739,9.919368478,7.153059628
11043044,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,44,EASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,6.32064833,7.274637352,6.450851383,6.815747993,6.891600894,6.776619577,6.183986902,7.614740426,8.11405862,8.742573244,8.899283986,8.414960882,9.637456125,9.110695773,8.535327012,8.625076961,8.836894343,8.67858971,6.117462095
11043045,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,45,EASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,8.80109204,9.961244914,8.941753817,9.404711222,9.330148282,9.22385828,8.599008965,10.20209806,10.71064754,11.45022012,11.69569279,11.11030608,12.44687049,11.78334854,11.12989053,11.22632688,11.43777928,11.24184152,8.268446473
11043046,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,46,WASR (Incidence),..,..,..,..,..,..,4.600852875,5.072127566,4.544565402,4.998384489,5.112795762,5.100429161,4.13399228,5.377446342,5.400369869,6.101572506,5.783355976,5.483651509,6.204271097,6.073406895,5.603235011,5.609759179,5.828442195,5.803695285,4.230997027
11043048,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,48,WASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,3.859384145,4.292461149,3.819248036,4.228200674,4.318097716,4.298618403,3.457231603,4.585976594,4.62164104,5.270241661,4.978921289,4.715637323,5.380987828,5.24682641,4.815855571,4.831023659,5.026044136,5.010438812,3.553274612
11043049,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,49,WASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,5.406507675,5.915896997,5.332008412,5.832057793,5.973627207,5.96979374,4.870350534,6.23099409,6.23883854,6.992894333,6.647147752,6.308757444,7.085301192,6.959564755,6.44935629,6.445832307,6.68939364,6.654390889,4.966998437
11043050,1,SCOTLAND,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,50,Standardised Incidence Ratio,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
